2018-12-23__10:19:25 0.51,0.52 28.57 42°C normal
2018-12-23__10:19:31 0.50,0.52 32.65 43°C normal
2018-12-23__10:19:37 0.49,0.52 35.32 43°C normal
2018-12-23__10:19:42 0.48,0.52 38.26 43°C normal
2018-12-23__10:19:48 0.48,0.52 33.50 43°C normal
2018-12-23__10:19:54 0.47,0.51 31.97 44°C normal
2018-12-23__10:19:59 0.47,0.51 29.00 42°C normal
2018-12-23__10:20:05 0.46,0.51 28.14 42°C normal
2018-12-23__10:20:10 0.45,0.50 48.00 43°C normal
2018-12-23__10:20:16 0.51,0.52 34.87 44°C normal
2018-12-23__10:20:22 0.52,0.53 32.65 44°C normal
2018-12-23__10:20:27 0.51,0.52 38.86 43°C normal
2018-12-23__10:20:33 0.52,0.53 28.71 44°C normal
2018-12-23__10:20:39 0.52,0.53 29.64 43°C normal
2018-12-23__10:20:46 0.51,0.52 31.08 44°C normal
2018-12-23__10:20:51 0.50,0.52 29.44 42°C normal
2018-12-23__10:20:57 0.54,0.53 32.65 43°C normal
2018-12-23__10:21:03 0.56,0.54 35.17 44°C normal
2018-12-23__10:21:08 0.56,0.54 27.17 43°C normal
2018-12-23__10:21:14 0.55,0.54 40.30 44°C normal
2018-12-23__10:21:20 0.64,0.57 26.80 43°C normal
2018-12-23__10:21:25 0.63,0.56 26.80 43°C normal
2018-12-23__10:21:31 0.62,0.56 31.44 42°C normal
2018-12-23__10:21:37 0.61,0.56 27.17 42°C normal
2018-12-23__10:21:42 0.60,0.55 33.50 44°C normal
2018-12-23__10:21:48 0.60,0.55 40.70 44°C normal
2018-12-23__10:21:54 0.60,0.56 40.60 44°C normal
2018-12-23__10:21:59 0.59,0.55 26.66 43°C normal
2018-12-23__10:22:06 0.58,0.55 27.63 42°C normal
2018-12-23__10:22:12 0.57,0.55 27.46 43°C normal
2018-12-23__10:22:18 0.56,0.54 35.53 43°C normal
2018-12-23__10:22:23 0.56,0.54 28.14 44°C normal
2018-12-23__10:22:29 0.55,0.54 32.65 44°C normal
2018-12-23__10:22:34 0.54,0.54 38.42 44°C normal
2018-12-23__10:22:40 0.53,0.53 29.26 42°C normal
2018-12-23__10:22:46 0.52,0.53 34.87 44°C normal
2018-12-23__10:22:51 0.52,0.53 52.52 44°C normal
2018-12-23__10:22:57 0.51,0.52 32.12 43°C normal
2018-12-23__10:23:03 0.50,0.52 28.28 42°C normal
2018-12-23__10:23:08 0.50,0.52 27.91 44°C normal
2018-12-23__10:23:14 0.49,0.52 30.50 42°C normal
2018-12-23__10:23:20 0.55,0.54 54.59 45°C normal
2018-12-23__10:23:25 0.56,0.54 36.04 44°C normal
2018-12-23__10:23:32 0.58,0.55 31.21 42°C normal
2018-12-23__10:23:38 0.58,0.55 37.68 43°C normal
2018-12-23__10:23:44 0.59,0.55 27.69 43°C normal
2018-12-23__10:23:49 0.58,0.55 35.64 42°C normal
2018-12-23__10:23:55 0.57,0.54 27.55 41°C normal
2018-12-23__10:24:01 0.56,0.54 32.48 43°C normal
2018-12-23__10:24:06 0.55,0.54 37.24 44°C normal
2018-12-23__10:24:12 0.54,0.54 26.53 44°C normal
2018-12-23__10:24:17 0.55,0.54 33.67 42°C normal
2018-12-23__10:24:23 0.55,0.54 27.27 44°C normal
2018-12-23__10:24:29 0.58,0.55 29.00 42°C normal
2018-12-23__10:24:34 0.58,0.55 42.34 42°C normal
2018-12-23__10:24:40 0.57,0.54 26.94 44°C normal
2018-12-23__10:24:46 0.56,0.54 32.12 44°C normal
2018-12-23__10:24:53 0.55,0.54 32.66 44°C normal
2018-12-23__10:24:58 0.54,0.54 29.95 43°C normal
2018-12-23__10:25:04 0.57,0.55 27.69 44°C normal
2018-12-23__10:25:10 0.56,0.54 28.06 43°C normal
2018-12-23__10:25:15 0.55,0.54 28.35 42°C normal
2018-12-23__10:25:21 0.54,0.54 60.42 44°C normal
2018-12-23__10:25:27 0.53,0.54 26.53 43°C normal
2018-12-23__10:25:32 0.56,0.54 34.67 42°C normal
2018-12-23__10:25:38 0.55,0.54 31.68 43°C normal
2018-12-23__10:25:43 0.54,0.54 28.42 42°C normal
2018-12-23__10:25:49 0.54,0.54 39.60 44°C normal
2018-12-23__10:25:55 0.53,0.53 29.44 42°C normal
2018-12-23__10:26:00 0.52,0.53 27.83 42°C normal
2018-12-23__10:26:06 0.53,0.53 27.13 44°C normal
2018-12-23__10:26:13 0.52,0.53 33.83 42°C normal
2018-12-23__10:26:19 0.52,0.53 27.31 43°C normal
2018-12-23__10:26:24 0.51,0.53 26.90 44°C normal
2018-12-23__10:26:30 0.53,0.54 32.50 43°C normal
2018-12-23__10:26:36 0.59,0.56 35.53 44°C normal
2018-12-23__10:26:41 0.58,0.55 28.00 44°C normal
2018-12-23__10:26:47 0.57,0.55 29.44 43°C normal
2018-12-23__10:26:52 0.56,0.55 29.00 43°C normal
2018-12-23__10:26:58 0.55,0.54 28.64 42°C normal
2018-12-23__10:27:04 0.57,0.55 42.57 43°C normal
2018-12-23__10:27:09 0.56,0.54 28.57 43°C normal
2018-12-23__10:27:15 0.55,0.54 28.27 43°C normal
2018-12-23__10:27:21 0.54,0.54 26.04 43°C normal
2018-12-23__10:27:26 0.56,0.55 28.07 44°C normal
2018-12-23__10:27:34 0.54,0.54 30.25 42°C normal
2018-12-23__10:27:40 0.55,0.54 32.82 43°C normal
2018-12-23__10:27:45 0.58,0.55 36.73 43°C normal
2018-12-23__10:27:51 0.57,0.55 26.15 42°C normal
2018-12-23__10:27:57 0.56,0.55 26.66 43°C normal
2018-12-23__10:28:02 0.55,0.54 29.00 42°C normal
2018-12-23__10:28:08 0.54,0.54 34.32 43°C normal
2018-12-23__10:28:13 0.56,0.55 28.71 43°C normal
2018-12-23__10:28:19 0.58,0.55 32.48 42°C normal
2018-12-23__10:28:25 0.57,0.55 33.33 44°C normal
2018-12-23__10:28:30 0.57,0.55 28.20 44°C normal
2018-12-23__10:28:36 0.56,0.55 29.35 43°C normal
2018-12-23__10:28:42 0.55,0.54 37.17 43°C normal
2018-12-23__10:28:47 0.54,0.54 32.83 44°C normal
2018-12-23__10:28:54 0.53,0.54 38.46 43°C normal
2018-12-23__10:29:00 0.52,0.53 29.26 43°C normal
2018-12-23__10:29:06 0.51,0.53 42.50 43°C normal
2018-12-23__10:29:11 0.50,0.53 29.14 43°C normal
2018-12-23__10:29:17 0.49,0.52 28.64 42°C normal
2018-12-23__10:29:23 0.48,0.52 28.64 42°C normal
2018-12-23__10:29:28 0.47,0.52 38.02 44°C normal
2018-12-23__10:29:34 0.49,0.52 26.39 43°C normal
2018-12-23__10:29:39 0.48,0.52 33.83 43°C normal
2018-12-23__10:29:45 0.47,0.52 28.78 42°C normal
2018-12-23__10:29:51 0.50,0.53 36.54 43°C normal
2018-12-23__10:29:56 0.49,0.52 29.08 44°C normal
2018-12-23__10:30:02 0.48,0.52 28.06 43°C normal
2018-12-23__10:30:08 0.47,0.52 27.08 44°C normal
2018-12-23__10:30:15 0.46,0.51 28.20 43°C normal
2018-12-23__10:30:21 0.45,0.51 26.26 42°C normal
2018-12-23__10:30:26 0.49,0.52 35.71 44°C normal
2018-12-23__10:30:32 0.49,0.52 34.18 44°C normal
2018-12-23__10:30:38 0.48,0.52 26.76 42°C normal
2018-12-23__10:30:43 0.47,0.51 27.31 44°C normal
2018-12-23__10:30:49 0.47,0.51 27.04 42°C normal
2018-12-23__10:30:55 0.46,0.51 28.50 42°C normal
2018-12-23__10:31:00 0.45,0.51 31.57 42°C normal
2018-12-23__10:31:06 0.45,0.50 35.00 44°C normal
2018-12-23__10:31:12 0.44,0.50 31.15 42°C normal
2018-12-23__10:31:17 0.43,0.50 27.94 43°C normal
2018-12-23__10:31:23 0.42,0.50 40.68 43°C normal
2018-12-23__10:31:29 0.42,0.49 29.55 44°C normal
2018-12-23__10:31:34 0.42,0.49 27.58 42°C normal
2018-12-23__10:31:41 0.41,0.49 32.64 42°C normal
2018-12-23__10:31:46 0.49,0.51 27.63 45°C normal
2018-12-23__10:31:52 0.53,0.53 30.39 42°C normal
2018-12-23__10:31:58 0.52,0.52 30.00 42°C normal
2018-12-23__10:32:03 0.51,0.52 28.20 42°C normal
2018-12-23__10:32:09 0.51,0.52 43.93 42°C normal
2018-12-23__10:32:15 0.50,0.52 27.63 42°C normal
2018-12-23__10:32:20 0.49,0.52 26.76 42°C normal
2018-12-23__10:32:26 0.49,0.51 33.50 43°C normal
2018-12-23__10:32:32 0.51,0.52 27.17 42°C normal
2018-12-23__10:32:37 0.50,0.52 27.17 41°C normal
2018-12-23__10:32:43 0.49,0.52 27.60 42°C normal
2018-12-23__10:32:49 0.49,0.51 28.20 42°C normal
2018-12-23__10:32:54 0.49,0.51 29.20 42°C normal
2018-12-23__10:33:01 0.48,0.51 27.63 42°C normal
2018-12-23__10:33:07 0.47,0.51 28.35 41°C normal
2018-12-23__10:33:13 0.48,0.51 29.35 41°C normal
2018-12-23__10:33:18 0.47,0.51 28.14 41°C normal
2018-12-23__10:33:24 0.46,0.50 28.42 42°C normal
2018-12-23__10:33:30 0.46,0.50 27.17 42°C normal
2018-12-23__10:33:35 0.46,0.50 27.55 41°C normal
2018-12-23__10:33:41 0.45,0.50 28.14 41°C normal
2018-12-23__10:33:47 0.44,0.50 43.22 42°C normal
2018-12-23__10:33:52 0.43,0.49 44.33 42°C normal
2018-12-23__10:33:58 0.43,0.49 27.27 42°C normal
2018-12-23__10:34:03 0.42,0.49 26.86 42°C normal
2018-12-23__10:34:09 0.41,0.48 28.57 42°C normal
2018-12-23__10:34:15 0.41,0.48 28.50 42°C normal
2018-12-23__10:34:22 0.41,0.48 30.34 41°C normal
2018-12-23__10:34:28 0.42,0.48 68.50 43°C normal
2018-12-23__10:34:33 0.43,0.49 37.24 42°C normal
2018-12-23__10:34:39 0.42,0.48 28.50 41°C normal
2018-12-23__10:34:45 0.42,0.48 34.19 42°C normal
2018-12-23__10:34:50 0.45,0.49 39.79 42°C normal
2018-12-23__10:34:56 0.46,0.49 28.57 42°C normal
2018-12-23__10:35:02 0.45,0.49 28.21 41°C normal
2018-12-23__10:35:07 0.44,0.49 31.12 42°C normal
2018-12-23__10:35:13 0.43,0.49 27.27 42°C normal
2018-12-23__10:35:18 0.43,0.48 30.88 41°C normal
2018-12-23__10:35:24 0.42,0.48 27.55 41°C normal
2018-12-23__10:35:30 0.50,0.51 61.53 44°C normal
2018-12-23__10:35:35 0.50,0.50 37.68 42°C normal
2018-12-23__10:35:42 0.49,0.50 28.06 42°C normal
2018-12-23__10:35:48 0.48,0.50 27.27 42°C normal
2018-12-23__10:35:54 0.47,0.50 30.43 41°C normal
2018-12-23__10:35:59 0.46,0.49 29.29 42°C normal
2018-12-23__10:36:05 0.48,0.50 29.90 41°C normal
2018-12-23__10:36:11 0.47,0.50 28.50 41°C normal
2018-12-23__10:36:16 0.46,0.49 38.26 42°C normal
2018-12-23__10:36:22 0.46,0.49 27.77 42°C normal
2018-12-23__10:36:27 0.45,0.49 35.38 42°C normal
2018-12-23__10:36:33 0.44,0.48 28.64 42°C normal
2018-12-23__10:36:39 0.43,0.48 28.42 42°C normal
2018-12-23__10:36:44 0.43,0.48 26.70 42°C normal
2018-12-23__10:36:50 0.43,0.48 28.85 41°C normal
2018-12-23__10:36:56 0.42,0.47 30.96 42°C normal
2018-12-23__10:37:04 0.41,0.47 28.35 41°C normal
2018-12-23__10:37:10 0.42,0.47 27.91 41°C normal
2018-12-23__10:37:15 0.41,0.47 31.88 41°C normal
2018-12-23__10:37:21 0.40,0.47 27.13 41°C normal
2018-12-23__10:37:27 0.39,0.46 28.71 41°C normal
2018-12-23__10:37:32 0.39,0.46 34.37 41°C normal
2018-12-23__10:37:38 0.38,0.46 28.21 42°C normal
2018-12-23__10:37:44 0.37,0.45 35.67 41°C normal
2018-12-23__10:37:49 0.37,0.45 31.00 42°C normal
2018-12-23__10:37:55 0.37,0.45 28.21 41°C normal
2018-12-23__10:38:01 0.38,0.46 28.14 42°C normal
2018-12-23__10:38:06 0.39,0.46 28.50 41°C normal
2018-12-23__10:38:12 0.39,0.46 28.06 42°C normal
2018-12-23__10:38:17 0.38,0.45 28.71 41°C normal
2018-12-23__10:38:24 0.39,0.46 26.66 41°C normal
2018-12-23__10:38:30 0.39,0.46 34.53 41°C normal
2018-12-23__10:38:36 0.39,0.45 36.13 42°C normal
2018-12-23__10:38:41 0.38,0.45 34.32 41°C normal
2018-12-23__10:38:47 0.39,0.45 36.54 42°C normal
2018-12-23__10:38:53 0.38,0.45 27.72 42°C normal
2018-12-23__10:38:58 0.38,0.45 27.17 41°C normal
2018-12-23__10:39:04 0.37,0.45 28.00 41°C normal
2018-12-23__10:39:10 0.37,0.44 32.98 42°C normal
2018-12-23__10:39:15 0.39,0.45 31.52 41°C normal
2018-12-23__10:39:21 0.38,0.45 29.79 41°C normal
2018-12-23__10:39:27 0.37,0.45 29.00 42°C normal
2018-12-23__10:39:32 0.37,0.44 37.24 41°C normal
2018-12-23__10:39:38 0.36,0.44 28.64 41°C normal
2018-12-23__10:39:44 0.35,0.44 40.50 42°C normal
2018-12-23__10:39:49 0.35,0.44 27.22 42°C normal
2018-12-23__10:39:55 0.35,0.44 28.85 41°C normal
2018-12-23__10:40:01 0.35,0.43 35.56 41°C normal
2018-12-23__10:40:06 0.34,0.43 29.26 42°C normal
2018-12-23__10:40:12 0.33,0.43 27.50 41°C normal
2018-12-23__10:40:18 0.33,0.43 28.42 42°C normal
2018-12-23__10:40:23 0.32,0.42 29.70 41°C normal
2018-12-23__10:40:29 0.33,0.43 28.35 42°C normal
2018-12-23__10:40:35 0.41,0.45 28.64 42°C normal
2018-12-23__10:40:40 0.41,0.45 56.70 42°C normal
2018-12-23__10:40:46 0.41,0.45 29.26 42°C normal
2018-12-23__10:40:52 0.40,0.45 43.90 42°C normal
2018-12-23__10:40:57 0.39,0.45 27.41 42°C normal
2018-12-23__10:41:03 0.39,0.44 28.64 41°C normal
2018-12-23__10:41:11 0.37,0.44 28.06 42°C normal
2018-12-23__10:41:16 0.37,0.44 51.51 42°C normal
2018-12-23__10:41:22 0.36,0.43 55.72 42°C normal
2018-12-23__10:41:28 0.35,0.43 30.30 42°C normal
2018-12-23__10:41:33 0.35,0.43 27.45 42°C normal
2018-12-23__10:41:39 0.36,0.43 34.67 42°C normal
2018-12-23__10:41:44 0.35,0.43 26.76 42°C normal
2018-12-23__10:41:50 0.41,0.45 29.70 41°C normal
2018-12-23__10:41:56 0.40,0.44 31.95 42°C normal
2018-12-23__10:42:01 0.39,0.44 29.50 42°C normal
2018-12-23__10:42:07 0.39,0.44 28.21 41°C normal
2018-12-23__10:42:13 0.38,0.44 28.35 41°C normal
2018-12-23__10:42:18 0.37,0.43 28.14 41°C normal
2018-12-23__10:42:24 0.37,0.43 28.00 41°C normal
2018-12-23__10:42:31 0.37,0.43 30.19 41°C normal
2018-12-23__10:42:37 0.36,0.43 27.91 41°C normal
2018-12-23__10:42:43 0.37,0.43 27.91 41°C normal
2018-12-23__10:42:48 0.37,0.43 28.06 42°C normal
2018-12-23__10:42:54 0.36,0.43 27.17 42°C normal
2018-12-23__10:42:59 0.36,0.43 27.69 41°C normal
2018-12-23__10:43:05 0.35,0.42 28.14 41°C normal
2018-12-23__10:43:11 0.35,0.43 29.20 41°C normal
2018-12-23__10:43:16 0.35,0.42 46.53 41°C normal
2018-12-23__10:43:22 0.34,0.42 31.63 42°C normal
2018-12-23__10:43:28 0.34,0.42 28.28 41°C normal
2018-12-23__10:43:33 0.33,0.42 29.20 41°C normal
2018-12-23__10:43:39 0.32,0.41 26.84 42°C normal
2018-12-23__10:43:45 0.32,0.41 28.06 41°C normal
2018-12-23__10:43:55 0.32,0.41 29.90 41°C normal
2018-12-23__10:44:01 0.33,0.41 28.78 41°C normal
2018-12-23__10:44:06 0.32,0.41 28.42 41°C normal
2018-12-23__10:44:12 0.32,0.41 28.28 41°C normal
2018-12-23__10:44:18 0.31,0.41 29.70 41°C normal
2018-12-23__10:44:23 0.32,0.41 28.64 40°C normal
2018-12-23__10:44:29 0.32,0.41 27.91 42°C normal
2018-12-23__10:44:35 0.31,0.40 44.94 42°C normal
2018-12-23__10:44:40 0.31,0.40 31.15 42°C normal
2018-12-23__10:44:46 0.31,0.40 38.42 42°C normal
2018-12-23__10:44:52 0.33,0.41 29.44 42°C normal
2018-12-23__10:44:57 0.32,0.40 30.00 42°C normal
2018-12-23__10:45:03 0.31,0.40 28.00 41°C normal
2018-12-23__10:45:08 0.31,0.40 27.55 41°C normal
2018-12-23__10:45:19 0.32,0.40 29.35 41°C normal
2018-12-23__10:45:25 0.31,0.40 27.27 41°C normal
2018-12-23__10:45:30 0.31,0.39 29.00 41°C normal
2018-12-23__10:45:36 0.36,0.41 26.63 41°C normal
2018-12-23__10:45:42 0.35,0.41 33.16 42°C normal
2018-12-23__10:45:47 0.36,0.41 31.65 42°C normal
2018-12-23__10:45:53 0.36,0.41 28.00 42°C normal
2018-12-23__10:45:59 0.35,0.41 28.78 41°C normal
2018-12-23__10:46:04 0.35,0.41 33.33 41°C normal
2018-12-23__10:46:10 0.34,0.40 32.99 42°C normal
2018-12-23__10:46:15 0.33,0.40 30.41 41°C normal
2018-12-23__10:46:21 0.34,0.40 28.43 42°C normal
2018-12-23__10:46:27 0.33,0.40 30.19 42°C normal
2018-12-23__10:46:32 0.33,0.40 27.69 41°C normal
2018-12-23__10:46:39 0.32,0.39 32.35 42°C normal
2018-12-23__10:46:45 0.33,0.40 29.41 42°C normal
2018-12-23__10:46:51 0.39,0.41 27.63 41°C normal
2018-12-23__10:46:56 0.38,0.41 26.63 41°C normal
2018-12-23__10:47:02 0.37,0.41 28.42 41°C normal
2018-12-23__10:47:08 0.37,0.41 29.35 41°C normal
2018-12-23__10:47:13 0.36,0.41 27.91 42°C normal
2018-12-23__10:47:19 0.36,0.40 28.42 41°C normal
2018-12-23__10:47:25 0.35,0.40 35.14 41°C normal
2018-12-23__10:47:30 0.36,0.40 38.00 41°C normal
2018-12-23__10:47:36 0.37,0.40 34.67 42°C normal
2018-12-23__10:47:42 0.39,0.41 29.06 42°C normal
2018-12-23__10:47:47 0.39,0.41 28.64 41°C normal
2018-12-23__10:47:53 0.38,0.41 27.04 41°C normal
2018-12-23__10:48:01 0.37,0.40 39.60 42°C normal
2018-12-23__10:48:07 0.36,0.40 28.14 41°C normal
2018-12-23__10:48:13 0.35,0.40 29.55 41°C normal
2018-12-23__10:48:18 0.35,0.40 29.06 41°C normal
2018-12-23__10:48:24 0.34,0.39 27.91 41°C normal
2018-12-23__10:48:30 0.34,0.39 27.55 41°C normal
2018-12-23__10:48:35 0.33,0.39 31.81 41°C normal
2018-12-23__10:48:41 0.33,0.39 40.09 41°C normal
2018-12-23__10:48:47 0.35,0.39 30.30 42°C normal
2018-12-23__10:48:52 0.34,0.39 34.35 41°C normal
2018-12-23__10:48:58 0.33,0.39 32.64 42°C normal
2018-12-23__10:49:04 0.33,0.39 27.13 42°C normal
2018-12-23__10:49:09 0.32,0.38 28.06 42°C normal
2018-12-23__10:49:15 0.32,0.38 27.69 42°C normal
2018-12-23__10:49:24 0.32,0.38 35.89 42°C normal
2018-12-23__10:49:30 0.33,0.39 27.86 41°C normal
2018-12-23__10:49:35 0.33,0.38 27.69 42°C normal
2018-12-23__10:49:41 0.32,0.38 26.90 41°C normal
2018-12-23__10:49:46 0.33,0.38 26.39 42°C normal
2018-12-23__10:49:52 0.32,0.38 29.70 41°C normal
2018-12-23__10:49:58 0.32,0.38 28.42 41°C normal
2018-12-23__10:50:04 0.31,0.37 27.77 42°C normal
2018-12-23__10:50:09 0.31,0.37 34.00 41°C normal
2018-12-23__10:50:15 0.30,0.37 28.71 42°C normal
2018-12-23__10:50:20 0.30,0.37 34.84 41°C normal
2018-12-23__10:50:26 0.29,0.36 26.53 42°C normal
2018-12-23__10:50:32 0.30,0.37 28.21 41°C normal
2018-12-23__10:50:37 0.34,0.38 29.79 41°C normal
2018-12-23__10:50:44 0.34,0.38 41.20 42°C normal
2018-12-23__10:50:50 0.33,0.37 31.03 41°C normal
2018-12-23__10:50:56 0.34,0.38 29.53 42°C normal
2018-12-23__10:51:01 0.35,0.38 37.37 41°C normal
2018-12-23__10:51:07 0.34,0.38 34.65 42°C normal
2018-12-23__10:51:13 0.34,0.37 27.94 41°C normal
2018-12-23__10:51:18 0.33,0.37 27.77 41°C normal
2018-12-23__10:51:24 0.32,0.37 30.00 42°C normal
2018-12-23__10:51:30 0.32,0.37 28.57 41°C normal
2018-12-23__10:51:35 0.31,0.36 28.14 42°C normal
2018-12-23__10:51:41 0.31,0.36 27.55 40°C normal
2018-12-23__10:51:47 0.33,0.37 28.78 43°C normal
2018-12-23__10:51:52 0.32,0.37 28.28 40°C normal
2018-12-23__10:51:58 0.32,0.36 53.36 42°C normal
2018-12-23__10:52:08 0.31,0.36 29.14 41°C normal
2018-12-23__10:52:13 0.30,0.36 27.97 42°C normal
2018-12-23__10:52:19 0.30,0.36 28.85 41°C normal
2018-12-23__10:52:25 0.29,0.35 34.97 42°C normal
2018-12-23__10:52:30 0.29,0.35 28.42 42°C normal
2018-12-23__10:52:36 0.28,0.35 29.50 41°C normal
2018-12-23__10:52:42 0.29,0.35 29.08 42°C normal
2018-12-23__10:52:47 0.28,0.35 34.82 42°C normal
2018-12-23__10:52:53 0.28,0.35 39.19 42°C normal
2018-12-23__10:52:58 0.27,0.35 28.35 42°C normal
2018-12-23__10:53:04 0.29,0.35 29.14 42°C normal
2018-12-23__10:53:10 0.30,0.35 28.06 41°C normal
2018-12-23__10:53:15 0.29,0.35 31.34 42°C normal
2018-12-23__10:53:21 0.29,0.35 30.80 41°C normal
2018-12-23__10:53:31 0.30,0.35 28.57 41°C normal
2018-12-23__10:53:36 0.29,0.35 29.35 41°C normal
2018-12-23__10:53:42 0.30,0.35 35.20 42°C normal
2018-12-23__10:53:48 0.29,0.35 33.00 42°C normal
2018-12-23__10:53:53 0.32,0.36 27.77 42°C normal
2018-12-23__10:53:59 0.31,0.36 27.31 41°C normal
2018-12-23__10:54:05 0.31,0.36 30.43 41°C normal
2018-12-23__10:54:10 0.30,0.35 27.55 41°C normal
2018-12-23__10:54:16 0.30,0.35 50.25 44°C normal
2018-12-23__10:54:22 0.31,0.36 28.42 42°C normal
2018-12-23__10:54:27 0.30,0.35 28.71 42°C normal
2018-12-23__10:54:33 0.29,0.35 56.00 44°C normal
2018-12-23__10:54:38 0.31,0.35 30.15 42°C normal
2018-12-23__10:54:44 0.30,0.35 40.10 44°C normal
2018-12-23__10:54:51 0.30,0.35 54.35 43°C normal
2018-12-23__10:54:57 0.33,0.36 31.28 42°C normal
2018-12-23__10:55:02 0.33,0.36 31.50 42°C normal
2018-12-23__10:55:08 0.32,0.36 31.47 43°C normal
2018-12-23__10:55:14 0.32,0.36 27.41 44°C normal
2018-12-23__10:55:19 0.31,0.35 27.55 42°C normal
2018-12-23__10:55:25 0.31,0.35 39.89 42°C normal
2018-12-23__10:55:31 0.30,0.35 34.17 42°C normal
2018-12-23__10:55:36 0.30,0.35 42.28 42°C normal
2018-12-23__10:55:42 0.35,0.37 29.00 41°C normal
2018-12-23__10:55:48 0.35,0.36 27.63 41°C normal
2018-12-23__10:55:53 0.34,0.36 26.80 43°C normal
2018-12-23__10:55:59 0.33,0.36 29.06 42°C normal
2018-12-23__10:56:04 0.33,0.36 27.77 42°C normal
2018-12-23__10:56:14 0.32,0.35 28.14 41°C normal
2018-12-23__10:56:20 0.31,0.35 26.76 41°C normal
2018-12-23__10:56:25 0.32,0.36 31.63 41°C normal
2018-12-23__10:56:31 0.33,0.36 30.30 42°C normal
2018-12-23__10:56:37 0.35,0.36 53.06 43°C normal
2018-12-23__10:56:42 0.37,0.37 27.83 42°C normal
2018-12-23__10:56:48 0.36,0.37 28.92 42°C normal
2018-12-23__10:56:54 0.35,0.37 53.00 43°C normal
2018-12-23__10:56:59 0.35,0.36 36.41 43°C normal
2018-12-23__10:57:05 0.34,0.36 28.42 42°C normal
2018-12-23__10:57:10 0.34,0.36 28.57 42°C normal
2018-12-23__10:57:16 0.33,0.36 27.41 42°C normal
2018-12-23__10:57:22 0.32,0.35 28.06 42°C normal
2018-12-23__10:57:27 0.33,0.36 29.06 41°C normal
2018-12-23__10:57:37 0.32,0.35 28.28 42°C normal
2018-12-23__10:57:43 0.31,0.35 28.64 41°C normal
2018-12-23__10:57:49 0.31,0.35 40.90 42°C normal
2018-12-23__10:57:54 0.30,0.35 27.86 42°C normal
2018-12-23__10:58:00 0.30,0.35 26.90 42°C normal
2018-12-23__10:58:06 0.29,0.34 34.71 42°C normal
2018-12-23__10:58:11 0.29,0.34 27.55 41°C normal
2018-12-23__10:58:17 0.28,0.34 28.64 42°C normal
2018-12-23__10:58:22 0.31,0.35 32.03 42°C normal
2018-12-23__10:58:28 0.30,0.34 27.31 41°C normal
2018-12-23__10:58:34 0.29,0.34 28.78 41°C normal
2018-12-23__10:58:40 0.29,0.34 36.50 41°C normal
2018-12-23__10:58:45 0.28,0.34 30.88 42°C normal
2018-12-23__10:58:51 0.28,0.34 32.00 42°C normal
2018-12-23__10:58:58 0.27,0.33 47.73 42°C normal
2018-12-23__10:59:04 0.26,0.33 28.78 42°C normal
2018-12-23__10:59:09 0.26,0.33 29.70 41°C normal
2018-12-23__10:59:15 0.26,0.33 31.00 42°C normal
2018-12-23__10:59:21 0.25,0.33 28.35 41°C normal
2018-12-23__10:59:26 0.25,0.32 28.92 42°C normal
2018-12-23__10:59:32 0.24,0.32 34.69 42°C normal
2018-12-23__10:59:38 0.27,0.33 28.14 41°C normal
2018-12-23__10:59:43 0.26,0.33 34.01 41°C normal
2018-12-23__10:59:49 0.26,0.33 36.12 42°C normal
2018-12-23__10:59:55 0.32,0.35 27.60 42°C normal
2018-12-23__11:00:00 0.32,0.34 32.82 44°C normal
2018-12-23__11:00:06 0.31,0.34 32.48 44°C normal
2018-12-23__11:00:11 0.31,0.34 29.32 43°C normal
2018-12-23__11:00:20 0.29,0.34 27.22 42°C normal
2018-12-23__11:00:26 0.32,0.34 29.06 41°C normal
2018-12-23__11:00:32 0.32,0.34 28.50 42°C normal
2018-12-23__11:00:37 0.32,0.34 27.83 42°C normal
2018-12-23__11:00:43 0.32,0.34 27.69 42°C normal
2018-12-23__11:00:49 0.33,0.35 35.64 44°C normal
2018-12-23__11:00:54 0.32,0.34 27.50 43°C normal
2018-12-23__11:01:00 0.32,0.34 56.77 44°C normal
2018-12-23__11:01:06 0.31,0.34 55.33 44°C normal
2018-12-23__11:01:11 0.34,0.35 40.50 43°C normal
2018-12-23__11:01:17 0.33,0.35 32.65 42°C normal
2018-12-23__11:01:23 0.34,0.35 27.69 42°C normal
2018-12-23__11:01:28 0.33,0.35 28.28 42°C normal
2018-12-23__11:01:34 0.33,0.35 27.17 42°C normal
2018-12-23__11:01:44 0.33,0.35 28.93 42°C normal
2018-12-23__11:01:50 0.33,0.35 28.93 43°C normal
2018-12-23__11:01:55 0.32,0.34 52.76 43°C normal
2018-12-23__11:02:01 0.32,0.34 39.79 43°C normal
2018-12-23__11:02:07 0.31,0.34 58.58 44°C normal
2018-12-23__11:02:12 0.31,0.34 31.18 43°C normal
2018-12-23__11:02:18 0.31,0.34 30.25 43°C normal
2018-12-23__11:02:24 0.31,0.34 27.69 43°C normal
2018-12-23__11:02:29 0.30,0.34 45.17 42°C normal
2018-12-23__11:02:35 0.30,0.33 27.55 42°C normal
2018-12-23__11:02:41 0.31,0.34 28.42 41°C normal
2018-12-23__11:02:46 0.30,0.34 27.86 43°C normal
2018-12-23__11:02:52 0.30,0.33 35.89 43°C normal
2018-12-23__11:02:58 0.29,0.33 29.41 43°C normal
