2018-12-23__10:42:50 /3 769 00:00:00% bash%
2018-12-23__10:42:50 /5 740 00:00:00% bash%
2018-12-23__10:42:50 TTY PID TIME% CMD%
2018-12-23__10:43:26 /3 3223 00:00:00% bash%
2018-12-23__10:43:26 /5 19854 00:00:00% a.out%
2018-12-23__10:43:26 TTY PID TIME% CMD%
2018-12-23__10:44:01 /3 5548 00:00:00% bash%
2018-12-23__10:44:01 /5 5519 00:00:00% bash%
2018-12-23__10:44:01 TTY PID TIME% CMD%
2018-12-23__10:44:36 /3 7870 00:00:00% bash%
2018-12-23__10:44:36 /5 19854 00:00:00% a.out%
2018-12-23__10:44:36 TTY PID TIME% CMD%
2018-12-23__10:45:12 /3 7721 00:00:02% a.out%
2018-12-23__10:45:12 /5 19854 00:00:00% a.out%
2018-12-23__10:45:12 TTY PID TIME% CMD%
2018-12-23__10:45:47 /3 12510 00:00:00% bash%
2018-12-23__10:45:47 /5 19854 00:00:00% a.out%
2018-12-23__10:45:47 TTY PID TIME% CMD%
2018-12-23__10:46:22 /3 7721 00:00:02% a.out%
2018-12-23__10:46:22 /5 15047 00:00:00% bash%
2018-12-23__10:46:22 TTY PID TIME% CMD%
2018-12-23__10:46:57 /3 17374 00:00:00% bash%
2018-12-23__10:46:57 /5 19854 00:00:00% a.out%
2018-12-23__10:46:57 TTY PID TIME% CMD%
2018-12-23__10:47:33 /3 7721 00:00:02% a.out%
2018-12-23__10:47:33 /5 19811 00:00:00% bash%
2018-12-23__10:47:33 TTY PID TIME% CMD%
2018-12-23__10:48:08 /3 22317 00:00:00% bash%
2018-12-23__10:48:08 /5 19854 00:00:00% a.out%
2018-12-23__10:48:08 TTY PID TIME% CMD%
2018-12-23__10:48:43 /3 24151 00:00:00% bash%
2018-12-23__10:48:43 /5 24499 00:00:00% bash%
2018-12-23__10:48:43 TTY PID TIME% CMD%
2018-12-23__10:49:18 /3 7721 00:00:02% a.out%
2018-12-23__10:49:18 /5 19854 00:00:00% a.out%
2018-12-23__10:49:18 TTY PID TIME% CMD%
2018-12-23__10:49:54 /3 29082 00:00:00% bash%
2018-12-23__10:49:54 /5 29176 00:00:00% bash%
2018-12-23__10:49:54 TTY PID TIME% CMD%
2018-12-23__10:50:29 /3 31750 00:00:00% bash%
2018-12-23__10:50:29 /5 19854 00:00:00% a.out%
2018-12-23__10:50:29 TTY PID TIME% CMD%
2018-12-23__10:51:04 /3 1543 00:00:00% bash%
2018-12-23__10:51:04 /5 1919 00:00:00% bash%
2018-12-23__10:51:04 TTY PID TIME% CMD%
2018-12-23__10:51:40 /3 4190 00:00:00% bash%
2018-12-23__10:51:40 /5 19854 00:00:00% a.out%
2018-12-23__10:51:40 TTY PID TIME% CMD%
2018-12-23__10:52:15 /3 6519 00:00:00% bash%
2018-12-23__10:52:15 /5 6449 00:00:00% bash%
2018-12-23__10:52:15 TTY PID TIME% CMD%
2018-12-23__10:52:50 /3 7721 00:00:02% a.out%
2018-12-23__10:52:50 /5 19854 00:00:01% a.out%
2018-12-23__10:52:50 TTY PID TIME% CMD%
2018-12-23__10:53:25 /3 7721 00:00:02% a.out%
2018-12-23__10:53:25 /5 19854 00:00:01% a.out%
2018-12-23__10:53:25 TTY PID TIME% CMD%
2018-12-23__10:54:01 /3 13318 00:00:00% bash%
2018-12-23__10:54:01 /5 13124 00:00:00% bash%
2018-12-23__10:54:01 TTY PID TIME% CMD%
2018-12-23__10:54:36 /3 16106 00:00:00% bash%
2018-12-23__10:54:36 /5 19854 00:00:01% a.out%
2018-12-23__10:54:36 TTY PID TIME% CMD%
2018-12-23__10:55:11 /3 18390 00:00:00% bash%
2018-12-23__10:55:11 /5 18344 00:00:00% bash%
2018-12-23__10:55:11 TTY PID TIME% CMD%
2018-12-23__10:55:47 /3 7721 00:00:02% a.out%
2018-12-23__10:55:47 TTY PID TIME% CMD%
2018-12-23__10:56:22 /3 22332 00:00:00% bash%
2018-12-23__10:56:22 TTY PID TIME% CMD%
2018-12-23__10:56:57 /3 7721 00:00:02% a.out%
2018-12-23__10:56:57 TTY PID TIME% CMD%
2018-12-23__10:57:32 /3 25799 00:00:00% bash%
2018-12-23__10:57:32 TTY PID TIME% CMD%
2018-12-23__10:58:07 /3 26962 00:00:00% bash%
2018-12-23__10:58:07 TTY PID TIME% CMD%
2018-12-23__10:58:43 /3 28955 00:00:00% bash%
2018-12-23__10:58:43 TTY PID TIME% CMD%
2018-12-23__10:59:18 /3 30493 00:00:00% bash%
2018-12-23__10:59:18 /6 30112 00:00:00% vim%
2018-12-23__10:59:18 TTY PID TIME% CMD%
2018-12-23__10:59:53 /3 769 00:00:00% bash%
2018-12-23__10:59:53 /6 398 00:00:00% bash%
2018-12-23__10:59:53 TTY PID TIME% CMD%
2018-12-23__11:00:29 /3 4331 00:00:00% bash%
2018-12-23__11:00:29 /6 4774 00:00:00% bash%
2018-12-23__11:00:29 TTY PID TIME% CMD%
2018-12-23__11:01:04 /3 7200 00:00:00% bash%
2018-12-23__11:01:04 /6 7214 00:00:00% bash%
2018-12-23__11:01:04 TTY PID TIME% CMD%
2018-12-23__11:01:39 /3 9227 00:00:00% bash%
2018-12-23__11:01:39 TTY PID TIME% CMD%
2018-12-23__11:02:14 /3 7721 00:00:02% a.out%
2018-12-23__11:02:14 TTY PID TIME% CMD%
2018-12-23__11:02:50 /3 7721 00:00:02% a.out%
2018-12-23__11:02:50 /6 13235 00:00:00% bash%
2018-12-23__11:02:50 TTY PID TIME% CMD%
2018-12-23__11:03:25 /3 16689 00:00:00% bash%
2018-12-23__11:03:25 TTY PID TIME% CMD%
2018-12-23__11:04:00 /3 7721 00:00:02% a.out%
2018-12-23__11:04:00 TTY PID TIME% CMD%
2018-12-23__11:04:35 /3 21322 00:00:00% bash%
2018-12-23__11:04:35 /7 19703 00:00:00% client%
2018-12-23__11:04:35 TTY PID TIME% CMD%
2018-12-23__11:05:11 /3 7721 00:00:03% a.out%
2018-12-23__11:05:11 /7 19703 00:00:00% client%
2018-12-23__11:05:11 TTY PID TIME% CMD%
2018-12-23__11:05:46 /3 29068 00:00:00% bash%
2018-12-23__11:05:46 /5 28605 00:00:00% bash%
2018-12-23__11:05:46 /6 28266 00:00:00% a.out%
2018-12-23__11:05:46 /7 19703 00:00:00% client%
2018-12-23__11:05:46 TTY PID TIME% CMD%
2018-12-23__11:06:21 /3 3289 00:00:00% bash%
2018-12-23__11:06:21 /6 28266 00:00:00% a.out%
2018-12-23__11:06:21 /7 19703 00:00:00% client%
2018-12-23__11:06:21 TTY PID TIME% CMD%
2018-12-23__11:06:57 /3 8949 00:00:00% bash%
2018-12-23__11:06:57 /6 8675 00:00:00% bash%
2018-12-23__11:06:57 /7 19703 00:00:00% client%
2018-12-23__11:06:57 TTY PID TIME% CMD%
2018-12-23__11:07:32 /3 7721 00:00:03% a.out%
2018-12-23__11:07:32 /6 28266 00:00:00% a.out%
2018-12-23__11:07:32 /7 19703 00:00:00% client%
2018-12-23__11:07:32 TTY PID TIME% CMD%
2018-12-23__11:08:07 /3 7721 00:00:03% a.out%
2018-12-23__11:08:07 /6 20105 00:00:00% bash%
2018-12-23__11:08:07 /7 19703 00:00:00% client%
2018-12-23__11:08:07 TTY PID TIME% CMD%
2018-12-23__11:08:43 /3 24861 00:00:00% bash%
2018-12-23__11:08:43 /6 25528 00:00:00% xargs%
2018-12-23__11:08:43 /7 19703 00:00:00% client%
2018-12-23__11:08:43 TTY PID TIME% CMD%
2018-12-23__11:09:18 /3 7721 00:00:03% a.out%
2018-12-23__11:09:18 /6 28266 00:00:00% a.out%
2018-12-23__11:09:18 /7 19703 00:00:00% client%
2018-12-23__11:09:18 TTY PID TIME% CMD%
2018-12-23__11:09:53 /3 4181 00:00:00% bash%
2018-12-23__11:09:53 /6 4219 00:00:00% bash%
2018-12-23__11:09:53 /7 19703 00:00:00% client%
2018-12-23__11:09:53 TTY PID TIME% CMD%
2018-12-23__11:10:29 /3 7721 00:00:03% a.out%
2018-12-23__11:10:29 /6 28266 00:00:00% a.out%
2018-12-23__11:10:29 /7 19703 00:00:00% client%
2018-12-23__11:10:29 TTY PID TIME% CMD%
2018-12-23__11:11:04 /3 15841 00:00:00% bash%
2018-12-23__11:11:04 /6 15942 00:00:00% bash%
2018-12-23__11:11:04 /7 19703 00:00:00% client%
2018-12-23__11:11:04 TTY PID TIME% CMD%
2018-12-23__11:11:39 /3 7721 00:00:03% a.out%
2018-12-23__11:11:39 /6 28266 00:00:00% a.out%
2018-12-23__11:11:39 /7 19703 00:00:00% client%
2018-12-23__11:11:39 TTY PID TIME% CMD%
2018-12-23__11:12:15 /3 26838 00:00:00% bash%
2018-12-23__11:12:15 /6 28266 00:00:00% a.out%
2018-12-23__11:12:15 /7 19703 00:00:00% client%
2018-12-23__11:12:15 TTY PID TIME% CMD%
2018-12-23__11:12:50 /3 7721 00:00:03% a.out%
2018-12-23__11:12:50 /6 31744 00:00:00% bash%
2018-12-23__11:12:50 /7 19703 00:00:00% client%
2018-12-23__11:12:50 TTY PID TIME% CMD%
2018-12-23__11:13:30 /3 5471 00:00:00% bash%
2018-12-23__11:13:30 /6 6096 00:00:00% bash%
2018-12-23__11:13:30 /7 19703 00:00:00% client%
